file,delta_aic,chi2_sine,chi2_saw,period_sine,period_saw,amp_sine,phase_sine,offset_sine,amp_saw,phase_saw,offset_saw
lc_0254.txt,-41732.84545018789,238708.66129992605,280441.5067501139,379.94974796153247,517.0783760770654,0.2693856063781072,2.3132672614945737,-0.0231137045564366,0.4485762875273054,4.905974411190505,-0.0197152053462609
lc_0255.txt,4059.9833228292846,109970.4101137452,105910.42679091592,323.83592676093485,404.2894852420105,0.0645689808472522,2.799964776378572,0.0124695208221809,0.0672158985447298,3.081377722756849,0.0126895545749089
lc_0256.txt,2862.52241128542,97064.53265048796,94202.01023920251,350.04144085349225,343.58591607632155,0.134443512453977,3.94409814353916,0.0837224749252483,0.0178957790639408,3.071373449898504,0.0772261839227621
lc_0257.txt,-548.1870511392463,4890.586664149931,5438.773715289177,380.1644264898249,506.1784264793597,0.0543029403629927,1.3007101005385855,0.0907724362978632,0.0550941561754457,1.375560340122569,0.1018862300914234
lc_0258.txt,385.650957313326,1795.076989391294,1409.426032077968,361.06906114561815,266.12587731494983,0.0291002098680483,3.231254848832263,0.0112581694145155,0.0092477420849183,2.7580979347614814,0.0062339168161815
lc_0259.txt,4842.930880901717,51465.42464877141,46622.493767869695,359.7104749527048,512.5388988165289,0.0981960515297778,3.292301285622936,-0.0066462728893934,0.1658075867463214,3.4333707232167607,-0.0037984607983702
lc_0260.txt,1215.3630904867523,3768.6530891966895,2553.289998709937,381.0742752900461,811.9193249748836,0.0415339055708836,3.9082500093393855,-0.0245199046114113,0.049616836929031,2.877091378671743,-0.0275925029525695
lc_0261.txt,1874.3919131793064,6521.45151911615,4647.059605936844,388.4442457240528,330.40133436782264,0.0482174867549416,1.5364374582203728,0.010358993137537,0.0335295264687485,5.079685542881971,0.0098276119014175
lc_0262.txt,4869.395780394669,74950.60211275239,70081.20633235772,351.4329799186243,410.4225828802651,0.1950964384624186,5.825052622742485,0.061016436305752,0.1248915507481683,2.761799001761774,0.066370746883188
lc_0263.txt,23384.222039356595,217387.19577704355,194002.97373768693,334.8379970172735,241.1185268331145,0.128384384573157,2.971397368112489,0.0359009037574222,0.0899241963602814,4.542903143993476,0.0284508199856808
lc_0264.txt,-1132.8333782491864,15627.529909750729,16760.363287999913,363.6167654240326,578.6158069221581,0.0384716725412424,2.069838768266492,0.0182260478000565,0.072379219463552,3.144429093811912,0.0212025337506938
lc_0265.txt,11304.78683528822,106862.49088152092,95557.70404623271,379.1098043736746,491.29561811645743,0.0901963934243996,3.036628753440981,-0.0201263761084551,0.0459092940491961,3.11179520409137,-0.0234644568598631
lc_0266.txt,24905.818848885872,72477.06232003536,47571.243471149486,449.03235546066935,305.3439384491272,0.1947198732436178,1.331538554665884,0.0204119983644299,0.104032338801143,3.352603982675336,0.0348060418345104
lc_0267.txt,1648.8444558127994,20976.758171228284,19327.913715415485,380.8850329795959,574.3489412248766,0.0500936849504508,2.60182490286008,0.0889007666981607,0.1119581975295754,4.082250737533689,0.088735445041109
lc_0268.txt,114.29352687947494,1147.0584081432612,1032.7648812637865,381.3791421755248,348.2622070911671,0.0283543409185266,3.021531407021089,0.0391060008454935,0.0150149882598565,3.8425697604274096,0.0344464585278164
lc_0269.txt,201.6182209347244,10601.2918867947,10399.673665859977,373.2505953841485,294.5117455449599,0.0273868600132793,1.8056669444034696,-0.1004882173503375,0.0065432419842023,3.14093528612265,-0.0981648581123508
lc_0270.txt,-2934.7026341753444,12434.251913450951,15368.954547626296,330.0552502176171,408.5587143092637,0.020466740284591,3.232641007077926,-0.0059654532319785,0.0560140142974431,2.6487021724641013,-0.0044414119213794
lc_0271.txt,-79962.12461064363,158742.88418570097,238705.0087963446,502.6848375886499,555.7759688836537,0.3190001515500743,0.1045655136481117,0.4264357752308929,0.4019900917045056,3.347157075244047,0.449604338149015
lc_0272.txt,44520.22617617287,143039.12850958089,98518.902333408,383.2281900780818,242.24891070847127,0.3010505313686283,2.4054360880574346,-0.3372382358160371,0.1324007716848225,2.9331943748668023,-0.3386172339964622
lc_0273.txt,14736.432074636905,65529.10924831281,50792.6771736759,475.7155603092888,216.0002497093772,0.1855875867929906,4.573638229839256,-0.1520784050600388,0.0561001761674191,3.36938560223797,-0.149136599511182
lc_0274.txt,-5340.608730486667,27160.33766402852,32500.946394515187,320.4802579599617,488.3498863444009,0.0477711953962479,4.449876488291026,0.1425837337352923,0.1325571232435634,3.0824900640793853,0.146928654788491
lc_0275.txt,-2529.4238298873643,20755.8597121032,23285.283541990564,388.2543741796884,533.8738300473813,0.0479934703796526,1.0981861012199556,-0.0323132528480275,0.0985841621908083,3.2166426415795635,-0.0289744539489989
lc_0276.txt,-15150.872489300227,34577.872902285184,49728.74539158541,320.5421179926448,450.2180097556521,0.052423295891165,3.1219334394841365,-0.090869800021231,0.1333367962312282,3.5384851129250263,-0.0876693090207443
lc_0277.txt,26565.85651583564,125801.95334887602,99236.09683304038,344.96789512634257,572.6677424170548,0.1525593555986529,2.6157473905256983,-0.0589183134721401,0.1991987166216497,2.891080357798573,-0.0695045672790612
lc_0278.txt,3530.128714856375,12358.623766209888,8828.495051353511,426.3537919408225,397.9066799044758,0.0781243916470291,2.070336312145663,0.0285985243738401,0.0379524932900107,2.9309858190821183,0.0321776451192408
lc_0279.txt,74062.21298194163,90379.42357292632,16317.210590984692,826.6716239056732,646.2942674692061,0.3155947776296357,6.16355491649813,-0.1300441520663202,0.0918750239683915,3.0487833991449937,0.0289645371648727
lc_0280.txt,-5298.892528989847,26678.77272989155,31977.6652588814,403.4290291418254,522.702797254944,0.0395990091310256,2.3679323335693763,-0.0250853913898545,0.0519627580955817,0.7606371305662981,-0.0256835467068928
lc_0281.txt,667.7392903622822,8050.631752415939,7382.892462053657,381.0848660685848,302.51410966907827,0.0296241788549397,1.806863433755688,0.0144470802993679,0.0208508985058768,6.130101126713837,0.0158854339619938
lc_0282.txt,2055.1606582012173,8989.730076288588,6934.569418087371,333.1865208949517,425.41484034500667,0.0479775860375157,2.8000607288449983,0.0159376966854019,0.0786849517573846,3.3910403581174093,0.010482606453181
lc_0283.txt,2687.620557074973,71319.19039035347,68631.5698332785,330.7777950634334,403.5810084645672,0.0537672536004822,2.623862916907306,0.062053487302513,0.061753490444207,2.7447962618817945,0.061061163693478
lc_0284.txt,-48223.384365206046,114316.30163831958,162539.68600352562,379.3237304197162,455.1613230493312,0.0955566296129679,3.8710035513686414,0.0307370405545552,0.2558227377683183,3.589039100358142,0.0405527484341547
lc_0285.txt,-188.8875423692261,15973.76564008042,16162.653182449643,341.69969020136847,469.7359285265426,0.0312900660006509,2.85750207802363,-0.0019312871598858,0.0253831863091477,1.8653020076929552,-0.0033944970173275
lc_0286.txt,-1240.2043388164277,5853.5968012795365,7093.801140095964,374.85606770655374,527.8498454106383,0.0099609541397566,3.323422988526132,0.013578467582354,0.0458147632403931,3.383771826805604,0.014750065327454
lc_0287.txt,1461.6275434638155,11610.00901847584,10148.381475012024,404.4238072836391,317.7663625146617,0.0457400671275335,1.6480630854737863,0.1324401383330419,0.0158667857509847,1.091462398193346,0.1356720187657189
